smiles,HLM
CC1(C)CNC(=O)c2nc(Cc3ccc(O)cc3)[nH]c2C1,97.58
CC(C(=O)N(C)C)S(=O)(=O)N1CCN(C)c2ccncc21,99.99
O=C1C=C(N(Cc2ccc(Cl)nc2)Cc2cnc(Cl)s2)CO1,71.082
O=C(c1cn2cc(Cl)ccc2n1)N1CCC(c2ccc(Cc3ccccc3F)cn2)CC1,44.473
COc1cc(=O)n(C)cc1C(=O)N1CCN(c2ccccc2Cl)CC1,80.91
COc1cc(=O)[nH]cc1C(=O)NCCc1cn(C)c2cc(C)ccc12,34.78
CC(=O)Nc1nc(-c2cnc3ccc(Cl)cn23)c(C)s1,1.1
COCCOc1cc(=O)n2c(c1C(=O)NCCC1=CCCCC1)CCOCC2,48.6
Cn1c(=O)c2c(-c3ccccc3Br)n(-c3ccc4c(c3)nc(CO)n4C)cc2n(C)c1=O,26.981
c1ccc2c(c1)OCC(c1nn3c(Cn4cnc5ccccc54)nnc3s1)O2,13.718
CCOc1cc(=O)n2c(c1C(=O)NCc1ccc(F)cc1Cl)CCCC2,1.28
CC(C)(C)c1csc(NNC(=O)c2ccc(Br)cc2)n1,44.15
CCC1=NN2C(=NC(C(=O)O)=CC2c2ccc(O)cc2)N1,88.92
Nc1nn(Cc2ccc(F)cc2Cl)cc1Cl,96.875
CC(C)c1oc(C2CCCN2S(=O)(=O)c2ccc3c(c2)COC3)nc1-c1ccccc1,8.758
Cc1nc2nc(CC(=O)N3CCC(C)CC3)nn2c(C)c1Cl,95.01
COC(=O)c1c(C)n(C(C)=O)c2ccc(NS(=O)(=O)c3ccc(F)cc3F)cc12,0.21
C[C@H](O)CNS(=O)(=O)C1CCc2cc(Br)ccc2C1,89.049
CC(=O)c1cccc(N(CC(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)S(C)(=O)=O)c1,25.48
COc1ccc(-n2ccc3cc(N4CCCCC4)ccc32)cc1Cl,95.89
Clc1ccc(OCCn2cnc(Cl)c2Cl)cc1,49.13
COc1cc(CNCCN(C)C)c(Cl)cc1OCc1ccccc1,45.24
Cn1cc(C(NC(=O)c2cc3sccc3[nH]2)[C@H]2C[C@@H](O)C2)cn1,95.1
O=C(Cn1nc(C(=O)N2CCc3ccccc32)c2cc(F)ccc21)OCc1ccccc1,2.683
O=C(NC1CCCc2ccccc21)c1ccc(CS(=O)(=O)c2ccc(Br)cc2)o1,26.75
CC(C)Oc1ccc(CN2C(=O)c3cc4ccsc4n3CC2(C)C(=O)NCc2ccc(F)cc2)cc1,86.901
COC(=O)c1cccc(OCCn2c(=O)[nH]c3cc(F)c(F)cc3c2=O)c1,0.0
CC(=O)O[C@@H]1CC2C(C)(CC[C@H](O)C2(C)C)C2CC[C@]3(C)C(=CC(=O)O[C@H]3c3ccoc3)C21C,20.577
CCOc1cc(/C=N/n2cnnc2)ccc1OCCOCCOc1ccc(C)cc1,43.09
Clc1ccccc1C1(c2ccnc(Cn3cncn3)n2)CCNCC1,92.0
COC(=O)c1ccc(S(C)(=O)=O)c(COCCn2cncn2)c1Cl,0.51
O=C(Nc1n[nH]c2cc(Br)ccc12)c1cc(-c2cccnc2)[nH]n1,70.851
Cc1ccc(C2(c3noc(Cn4ccnc4)n3)CCCC2)cc1,62.701
Oc1cccc(-c2ncc(-c3ccccc3O)o2)c1,3.13
Cc1cc(Cl)ccc1NS(=O)(=O)c1cc(-c2ccc(=O)n(-c3c(C)noc3C)n2)ccc1C,2.897
O=C(O)c1nccnc1C(=O)Nc1nc(-c2cccs2)n[nH]1,95.648
CC(C)(C)OC(=O)N1CCC(Nc2nccn3c(Br)cnc23)CC1,95.01
CCCC(=O)c1c[nH]c2c(OCC)nccc2c1=O,36.207
Cc1cc(Oc2ccc(-n3cncn3)cc2)nc(C)n1,78.45
CCS(=O)(=O)CC(=O)N1CC(C)(C)N(C)c2cc(Br)ccc21,5.102
Cn1nc(C2CCN(C(=O)[C@H]3CC(=O)NC(=O)N3)CC2)n(-c2ccccc2)c1=O,80.577
O=C(Nc1ccc2nc(N3CCC(N4CCCCC4)CC3)cc(C(=O)O)c2c1)c1ccccc1F,99.99
Cc1ccccc1Nc1nc(N)nc(-c2oc3ccccc3c2C)n1,84.923
Nc1ncnc2c1ncn2C[C@@H]1CC[C@H](c2nc(C3CCC3)no2)O1,99.99
CC1(C)Cc2c(sc3c2c(=O)n(C2CCCCC2)c(=O)n3CC(=O)NCc2ccccc2)CO1,51.79
Cc1ccc(CC2S/C(=N/N=C/c3ccncc3)N(Cc3ccco3)C2=O)cc1C,27.879
CC(C)N(/C(=N/c1c(F)cccc1F)Nc1ccc2c(c1)C=CC(C)(C)O2)C(C)C,2.906
Cc1ccc(S(=O)(=O)n2cc(Br)c3c(N4CCC(N5CCOCC5)CC4)ncnc32)cc1,17.99
CCOc1ccc2[nH]c3c(=O)n(CCN(C(C)C)C(C)C)cnc3c2c1,5.293
COc1cc(-c2nc3c(c(=O)[nH]c(=O)n3CC(C)C)n2CC(C)C)cc(OC)c1OC,81.69
CCCNS(=O)(=O)c1nc2nc(C)cc(C)n2n1,77.137
Brc1cc(-c2noc([C@H]3CCCO3)n2)c2ncnn2c1,35.92
COc1ccc2c(c1)CCC(N1CCCCC1)C2O,37.51
Cc1cc(C)c(NC(=O)NCc2ccc3nnn(C4CCC(=O)NC4=O)c(=O)c3c2)c(Br)c1,33.545
Cc1cc(C)nc(Nn2c(-c3ccccc3)nc3ccccc3c2=O)n1,52.47
CC(=O)/C(=C1\NC(C)(C)Cc2cc(C)c(C)cc21)c1ccccc1,4.801
CC(C)Cn1c(=O)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)nc2ccncc21,12.545
Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1,6.624
Cc1ccc(S(=O)(=O)c2cn(CC3CCCO3)c(=O)n(-c3ccccc3)c2=O)cc1,10.449
CCOC(=O)c1c(=O)n(-c2ccc(C)cc2)nc2ccccc12,0.45
O=C(CCCOc1ccccc1)Nc1ccccc1-c1ccccc1,1.0
O=C(NC1CCCC1)N1Cc2c(sc3c2CCCC3)-n2cccc2C1c1cccc(F)c1,3.02
CC(C)n1ncc2c1NC(=O)CC21C(=O)Nc2ccccc21,18.09
Cc1cc(OC(Cc2ccc(Cl)cc2)c2ccc(Cl)cc2Cl)ncc1NC(=O)NC(C)(C)C,49.916
CNC(=O)CN(c1ccc(C(C)C)cc1)S(C)(=O)=O,88.42
COc1c(Cl)ccc(C2=NOC(c3cc(N)c(Cl)c(C(=O)O)n3)C2)c1F,99.0
Cc1cc2ncccc2c(Br)c1OS(=O)(=O)C(F)(F)F,91.215
CCOc1ccc(-c2c(C)n[nH]c2NC(=O)c2cc(OC)cc(OC)c2)cc1OCC,50.55
Cc1nnc(-c2csc(S(=O)(=O)NC(C)C)c2)o1,66.584
CNC(=O)N1CCc2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc21,52.49
CC(=O)NCCOc1c(C)cc(S(N)(=O)=O)cc1C,71.442
CC(=O)N1N=C(Cn2nc(C)cc2C)OC1c1ccccc1OCc1cccc(Br)c1,5.011
CC(C)(C)C1CCc2c(sc3ncnc(O)c23)C1,99.99
COc1ccc(C2=C(c3ccc(F)cc3F)c3ccc(OCCCN4CCN(S(C)(=O)=O)CC4)cc3C2=O)cn1,94.98
Nc1c2c(nc3ccccc13)N(C1CCCCC1)CC2,66.09
COC(=O)c1cc(Cl)c(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC,35.21
CC(C)CN(CC(C)C)C(=O)Cn1nc(C(C)(C)C)ccc1=O,0.045
O=C(c1ccc2nncn2c1)N1CC(c2ccccc2)C2(CCC2)C1,93.23
CNc1nc(CNc2nc(COC)nc3scc(-c4ccccc4)c23)cs1,3.899
CCN1C(=O)C2(CC(=O)Nc3c2cnn3-c2nc3ccccc3s2)c2cccc(C)c21,37.4
COc1ccc(CNc2ccc(C(=O)N3CCN(Cc4ccc(OC)c(OC)c4OC)CC3)cc2S(=O)(=O)Nc2cccc(OC)c2)cc1,22.69
Cc1cc(C)c(C2=C(NC(=O)C(C)C)C3(CCCC3)OC2=O)c(C)c1,0.406
C[C@@H](c1ccccc1)N1C(=O)OC[C@H]1CN1CCCC1CO,77.328
O=S(=O)(Nc1ccc(N2CCOCC2)cc1)c1ccc(-c2nnc(C3CCC3)o2)o1,51.12
O=C(CCCCCNc1ncccn1)Nc1nc[nH]n1,97.802
CC(c1cnccn1)N1CCN(S(C)(=O)=O)c2ccccc2C1,1.021
COC(=O)c1ccc2nc(Nc3nc4ccc(F)cc4s3)sc2c1,2.95
CCOC(=O)C(=Cc1cn(-c2ccccc2)nc1-c1ccc(OC)c(OC)c1)C(=O)OCC,0.027
CCOC(=O)C1CCN(c2nc(C)cc(Cl)n2)CC1,0.019
CCN(CC)c1ccc(/C=N/n2c(C)nnc2C)cc1,59.2
O=C(Nc1ccccc1)C1CCCN1C1=NS(=O)(=O)c2ccccc21,99.57
O=C(C1CCOCC1)N1CCC(Oc2nccnc2N2CCOCC2)C1,7.2
CNCc1cc(N(C)C)nc(C2CCCN2S(=O)(=O)c2ccc3c(c2)CC(=O)N3C)n1,97.442
Cn1ncc2c(NCc3cc4ccccc4[nH]3)nc(-c3ccccn3)nc21,18.37
COc1ccccc1CNC(=O)CCCCn1c(=O)c2ccccc2n(Cc2ccccc2C#N)c1=O,1.956
Cc1cc2n(n1)CC(CNC(C)COc1ccc(F)cc1F)CN2,99.99
Cc1c(C(=O)N2c3ccccc3CC2C)sc2nc(-c3ccccc3)cn12,89.47
CCOc1cc(=O)n2c(c1C(=O)N1CCN(c3cccc(Cl)c3)CC1)CCCC2,66.96
CC1CCCN(c2ncc(CN(Cc3ccccc3)C3CCN(C)CC3)cn2)C1,2.2
CC(C)CCC(C(N)=O)C1=NC(C)(C)Cc2ccccc21,1.92
CCOC(=O)C1SC2(C(F)(F)F)CC1(O)C(C)(C)CO2,90.953
c1ccc(C(c2ccccc2)([C@H]2CCCN2)n2cc(-c3ccccn3)nn2)cc1,18.886
COc1ccc(-c2ccnc3cc(C4CCCCC4)nn23)cc1OC1CCCC1,95.001
COc1cc(=O)[nH]cc1C(=O)N1CCOC(C)(c2ccccc2)C1,96.48
CCCn1c2c(c(O)c(C(=O)OCC)c1=O)CCCC2,64.89
COc1nc(OC)c(C(C)C)c(-c2nnn(C)n2)n1,46.34
CC(C)Cn1c(C(C)C)nnc1N1C[C@@H]2CCS(=O)(=O)[C@@H]2C1,89.41
CCc1ccc(N2C(=O)CN(S(C)(=O)=O)CC2(C)C(=O)NCc2ccc(F)cc2)cc1,19.34
Cn1nc(CNC(=O)C2CC(=O)N(C3CCCCC3)C2)c2c1CCN(S(C)(=O)=O)C2,64.32
Nc1cccc(CCC2CCc3ccccc3N2)c1,70.619
Cc1noc(/C=C/c2ccccc2F)c1S(=O)(=O)N1CCC(C(=O)Nc2ccc(S(N)(=O)=O)cc2)CC1,84.957
O=C(OCCCn1ccccc1=O)c1cncc2ccccc12,3.094
CC1CN(C)C(c2ccccc2)C(C)C12NC(=O)N=C2O,60.275
CC(=O)c1c(C)cn(CC(O)CN2CCNCC2)c1C,99.9
CN(C(=O)c1cnc(N)nc1-c1ccccc1)C1CCCc2ccccc21,20.3
O=S1(=O)CCC(S(=O)(=O)N2CCN(c3ccccc3)CC2)C1,94.674
c1ccc(-c2csc3nc(-c4cccnc4)nc(Oc4ccc5ccncc5c4)c23)cc1,59.38
COCCCNC1=NCCNC12CCN(S(=O)(=O)c1ccc(F)cc1)CC2,88.049
CCC1=NOC(c2nc3sc(CC)cc3c(=O)[nH]2)C1,48.784
CCOC(=O)N1CCN(C(=O)C2CCC(CNS(=O)(=O)CC)CC2)CC1,70.72
O=C(c1csc(-c2ccsc2)n1)N(Cc1ncc[nH]1)c1cccc(F)c1,4.98
CC(C)CN1C(=O)C2C3CC4C5(C)CCCC(C)(C(=O)O)C5CCC4(C=C3C(C)C)C2C1=O,74.853
CCc1ccc(-c2cn(Cc3ncc[nH]3)nn2)nc1,55.803
O=C(O)c1sc(C(=O)O)c(OCCO)c1OCCO,58.144
Cc1c(Cl)c(C(=O)NN2CCOCC2)nn1C,89.984
CC(C)=CCO[C@H]1CCOC[C@H]1Nc1ncc(F)c(N2CCOCC2)n1,1.214
CCOC(=O)C1CCN(Cc2nc(N)nc(Nc3ccc(C)cc3)n2)c2ccccc21,2.53
CCC(CC)C(=O)N(C)c1ccc(-c2ccccc2)nn1,99.99
Cc1ccc(Nc2nc(Cl)nc(NC(C)C)n2)cc1,1.18
C[C@H](Nc1nc(N)nc2[nH]cnc(=O)c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,31.24
CC(C)Oc1cc(N2C=NN(C)CC2)ccc1[N+](=O)[O-],20.955
COCC(=O)NC(c1ccccc1)c1ccccc1,97.24
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)C(=O)C(O)C3C(C)C)C(=O)C(O)C2C(C)C,55.657
O=C(Cn1cnc2c(nnn2-c2cccc(Cl)c2)c1=O)N1CCCc2ccccc21,27.23
O=c1[nH]c2c(S(=O)(=O)c3ccc(Br)cc3)nnn2c2ccsc12,77.828
O=c1[nH]c2ncccc2n1Cc1nnc2ccc(-c3cccc(F)c3)nn12,99.9
CC(C)(C)OC(=O)N[C@@H](CC(=O)N1CCCCCN1C(=O)C[C@@H](Cc1cc(F)c(F)cc1F)NC(=O)OC(C)(C)C)Cc1cc(F)c(F)cc1F,1.0
O=C1CC(C(=O)Nc2ccccc2-c2ccccc2)c2ccccc21,12.13
Cc1noc(C)c1S(=O)(=O)N1CCCC(Oc2nc(C(C)C)nc3c2CCOCC3)C1,0.288
Cn1c(Cc2ccccc2)c(-c2ccccc2)c(=O)n1C,72.154
CCc1nc(-n2nc(C)cc2C)c2cc(C)sc2n1,69.11
Cc1cc(C)n(-c2cccc(-c3cnc4n3CCOC4)c2)n1,46.15
O=C(c1cccs1)C1C(C(=O)c2ccco2)C2(C(=O)Nc3ccccc32)C2C=Cc3ccccc3N12,4.262
Cc1cc(C(=O)NCCS(=O)(=O)N(C)C)cnc1C,96.8
O=C(Cn1ncc2ccccc2c1=O)NCCn1nc2c(cc1=O)CCCCC2,41.02
Cc1cc(C)c(C(=O)Nc2ccc3c(c2)n(C)c(=O)n3C)c(=O)[nH]1,85.38
COCCCn1c(C(=O)Nc2cc(Cl)ccc2OC)cc2c(=O)n3ccccc3nc21,28.49
O=C1Nc2cc3ccc(OCc4ccccc4)cc3c3cccc1c23,50.584
Cc1sc2c(C3CCN(C(=O)C(C)NC4CCS(=O)(=O)C4)CC3)nc(C)n2c1C,51.287
C=CCc1c(O)ccc2[nH]cc(S(=O)(=O)c3ccc(C)cc3)c12,32.051
Fc1ccc(Nc2c(-c3ccccc3)nc3ccccn23)cc1,70.28
COc1cc(OC)c(C(=O)Nc2sc(C(C)C)cc2C(=O)OC(C)C)cc1OC,83.09
COC(=O)c1scc2c(NCCc3ccc(F)cc3)c(C(C)=O)c(=O)[nH]c12,0.28
CC(C)[C@@H](NS(=O)(=O)c1c(N)cc(Cl)cc1Cl)C(=O)NOC(C)(C)C,0.0
Cc1ccc(-c2ccc(-n3nc(C)c(S(=O)(=O)Nc4ccc5c(c4)OCCO5)c3C)nn2)cc1,43.93
CS(=O)(=O)N1CCC[C@H]1C(=O)N[C@H]1C[C@H](c2cc(=O)[nH]c(C3CC3)n2)C1,99.9
CCN(CC)S(=O)(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,99.99
Cc1ccc(CCCNC(=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1C,74.95
Cc1cnc(C(=O)Nc2cc(Cl)c(Cl)c(Cl)c2)cn1,18.2
Cn1c(CN2CCN(C(=O)c3ccccc3)CC2)nc2cc(NC(=O)c3ccccc3[N+](=O)[O-])ccc21,99.9
CC(C)(C)c1nc(CS(=O)(=O)c2nnc3c(Cl)cc(Cl)cn23)cs1,0.43
C/C=C/C=C/C(=O)N1CCN(C(C)C(N)=O)CC1,79.195
Cc1ccccc1C(C)NS(=O)(=O)c1ccc(Cl)c(-c2nnn[nH]2)c1,99.99
CC1CCN(Cc2nc(N)nc(Nc3ccc(Cl)cc3)n2)CC1,83.87
N=c1c2cnn(-c3ccccc3)c2[nH]c(=O)n1-c1ccccc1,99.99
CCOC(=O)c1cnc2nc(C3CCC3)nn2c1C,5.83
Cn1c(Cn2cc(-c3nnco3)ccc2=O)nc2cc(Cl)ccc21,97.86
CC1=CCC(c2nnco2)C(c2ccc(F)cc2)C1,29.506
CC1(C)C(=O)Nc2ccc(S(=O)(=O)Nc3noc(-c4ccsc4)n3)cc21,99.99
CN1CCN(C(=O)c2ccc(-c3ccc4nnc(Cc5cccc6c(=O)[nH]ccc56)n4n3)cc2)CC1,0.0
Cc1ccc(Nc2c(-c3cc(Br)ccc3O)nc3ncccn23)c(C)c1,52.875
CCN(CC)C1c2cccc3cccc(c23)C1NS(=O)(=O)c1ccccc1,3.109
CC(C)c1noc(CCCn2ccc(-c3ccc(Br)cc3)n2)n1,56.15
CCOC(=O)c1c(C)c(CCC(=O)NCCN2CCCCC2)n(C)c1C,64.341
CCOC(=O)c1cc2n(n1)CC(C)(C(=O)NCCCOC)N(c1ccc(C)c(Cl)c1)C2=O,0.429
COc1cc(Br)c(S(=O)(=O)NC2CCN(C(C)=O)CC2)cc1OC,76.95
COc1cc(O)ccc1-c1nnc(C)n1-c1ccc(O)cc1,63.12
NC(CCc1c(Cl)cccc1Cl)c1ccc(Cl)cc1Cl,62.709
O=C1c2[nH]nc(-c3ccccc3)c2C(c2ccccn2)N1CCc1c[nH]c2ccccc12,10.9
COc1cc(=O)[nH]cc1C(=O)N1CCC(OCC2CCCC2)CC1,70.97
CCS(=O)(=O)CC(C)N(C)c1cnc(C#N)cn1,83.783
O=C(C1=COCCO1)N(CCn1cccn1)c1nc2c(Cl)cccc2s1,25.048
Cn1[nH]c(Br)c2/c(=N\CCN)ncnc1-2,49.152
c1nc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)c2nc[nH]c2n1,20.58
Cc1c[nH]c(CN2C[C@H]3CC[C@@H]2CN(C(=O)c2ccccc2)C3)c(C)c1=O,99.99
Cc1cnn(CCNC(C)C(=O)Nc2sccc2C(N)=O)c1,99.24
COCCN(CC(=O)N1N=C(c2ccccc2F)CC1c1cccs1)C(=O)CC(C)(C)C,9.0
COc1cc2ccccc2cc1C(=O)N(CCN(C)C)c1nc2c(F)cccc2s1,56.331
COc1cc(OC)c(OC)cc1CNC(C)(C)CC(C)(C)C,81.449
COc1ccc(C(N)=O)cc1NC1C2CCOC2C12CCC2,68.736
CCc1c(C(=O)NCC(OC)C(C)(C)C)cnc2c1c(=O)n(C)c(=O)n2C,4.434
CCC(C)(C)Nc1[nH]c2c(Cl)cc(C)cc2c(=O)c1C(C)=O,48.057
CC(Oc1cc(-n2nc3c(c2Cl)CCCC3)c(F)cc1Cl)C(C)(C)O,47.442
CCc1cc2c(nc(-c3ccccc3)n3nnnc23)s1,92.86
CC(C)Oc1nnc(SCc2nc3c(=O)n(C)c(=O)n(C)c3[nH]2)s1,82.209
Cc1ccc(-c2nc3n(CC(=O)Nc4cccc(F)c4)c4c(c(=O)n3n2)CCC4)cc1,83.19
CCOC(=O)CCCOc1nc(C(C)C)c2c(c1C#N)CCCC2,99.99
Cc1c(Cl)cccc1-c1ccc(CNCCN(C)C)o1,41.404
Cc1nc(C2CC2)nc2sc(C(=O)NC3(C#N)CCCC3)c(N)c12,33.682
CCc1ccc(S(=O)(=O)C2CS(=O)(=O)CC2NCc2ccccc2C)cc1,0.041
CCOC(=O)c1[nH]c(=O)n(CCNC(=O)OC(C)(C)C)c1C,59.29
Cc1ccc(C(O)(c2ccccc2)c2cnc(C(C)C)n2C)cc1,13.259
COC(=O)C(O)c1cnc2c(c1-c1ccc(Cl)cc1)C(C)(C)CN(Cc1ccc(OC)cc1)C2=O,80.3
CC(=O)Nc1ccc(Nc2ncnc3c2cnn3-c2cccc(C)c2)cc1,80.66
O=C(O)C1CC[C@@H](c2ccccc2)N1C(=O)C1CCCS1(=O)=O,99.99
Nc1ccc(F)cc1-c1cc(Cl)cc(Cl)c1,16.162
OC(Cn1c(Cc2ccccc2)nc2ccccc21)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,99.0
Cc1ccc(OCCOCCN2CC(C)OC(C)C2)c(Br)c1,0.15
CCO[C@H]1CN(Cc2cc(=O)c3c(C)ccc(C)c3[nH]2)C[C@@H]1O,99.99
Cc1ccc(C(=O)c2[nH]c3ccccc3c2CC(=O)O)cc1,26.16
CC(C)(C)c1cc(O)c2o/c(=N\c3ccc(S(N)(=O)=O)cc3)c(C(N)=O)cc2c1,95.99
NC1=NC(c2ccc(Cl)cc2)N2C(=N1)N=C(O)c1ccccc12,95.111
O=C1C2CN(Cc3cncs3)CCN2C(=O)N1c1ccccc1,92.88
CC(C)(C)Nc1ncc(-c2cn[nH]c2)cc1-c1nc2ccccc2o1,99.128
CC1(C)CC2(CCCN(CC(O)(c3ccccc3)c3ccccc3)C2)CCO1,0.006
COc1cc(=O)[nH]cc1C(=O)N1CCCCC1c1cc[nH]n1,99.0
Cc1c(-c2ccccc2)sc2ncnc(NS(=O)(=O)c3ccc(Cl)s3)c12,0.33
CC(=O)c1c(NN2CCOCC2)oc(C)cc1=O,90.56
N[C@@H](CC(=O)N1CCN(C(=O)OCc2ccccc2)CCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F,49.003
Cc1ccc(-c2nc3[nH]c(CNc4ccc(F)cc4)cc(=O)n3n2)cc1,0.27
CCC(CO)NCc1ccc(OCc2cccs2)cc1,9.615
CCOC(=O)Cc1c(-c2nc3ccccc3c(=O)[nH]2)[nH]c2ccccc12,36.03
Cc1n[nH]c(CC(=O)N2C[C@@H](C)[C@](O)(C(C)C)C2)n1,94.691
CCOC(=O)N1CCN(C(=O)c2cn(C)c(=O)cc2OC)CC1,98.55
Cc1[nH]nc(O)c1C(c1ccc(F)cc1)c1c(O)n[nH]c1C,99.9
O=C(CCn1ccc2ccc(F)cc21)Nc1nc[nH]n1,85.0
CN(c1cccc(NC(=O)C(C)(C)C)c1)S(C)(=O)=O,92.341
CC(NCc1csc(Br)c1)c1cc2ccccc2o1,1.3
Cc1cc(NC(=O)C(C)c2ccc(Cl)s2)nc(=O)[nH]1,99.99
CCC(=O)c1ccc(OCCCn2cnc3ccccc32)cc1,39.28
CN1C(=O)C(CC(=O)N2CCN(c3ccccn3)CC2)=C2CCCCC21,20.4
COc1ccc2[nH]cc(CCNC(=O)CCC(=O)N3Cc4cccn4-c4ccccc43)c2c1,2.039
C[C@]12C=CC(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12,60.794
O=C(Nc1cccc(F)c1)C1CC(=O)N(Cc2ccccn2)c2nc3ccccc3n21,51.601
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,59.55
COc1ccc(-c2coc3c(O)c(OC)ccc3c2=O)cc1,81.465
O=C(Cc1c(F)cccc1Cl)N1CCc2n[nH]c(=O)n2CC1,13.601
COc1cc(C2CCN(C(=O)OC(C)(C)C)CC2)ccc1Nc1ncc(Cl)c2[nH]c3c(S(=O)(=O)C(C)C)cccc3c12,46.76
c1ccc(Cn2c(CNc3nc4ccccc4n3CCN3CCOCC3)nc3ccccc32)cc1,0.34
COc1ccc2c(c1OC)C(=O)OC2c1c(O)cc(C)n(Cc2ccccn2)c1=O,99.99
CCN(CC)C(=O)Cc1c(/C=C/c2ccccc2)[nH]c2ccccc12,4.1
COc1c(C)c(C)c2nc(NCc3ccc(S(N)(=O)=O)cc3)sc2c1C,99.08
COc1cc(OC)c2nc(N3C[C@@H](NC(C)=O)[C@H](C(C)C)C3)cc(C)c2c1,99.0
CO[C@H]1C[C@H](C(=O)Nc2ccncc2C(C)=O)N(S(C)(=O)=O)C1,99.99
CC(C)CCCC(C)NC(=O)C1CCN(c2nc(Cl)nc3[nH]cnc23)CC1,2.54
CC(C)(C)OC(=O)CCc1nc(Cc2cccc3cccnc23)no1,0.75
Cc1cc2n(CCNC(=O)COc3ccc(F)cc3)ccn2n1,57.667
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,96.87
O=c1[nH]c(N2CCN(Cc3ccccc3)CC2)nc(O)c1Cc1ccccc1,39.12
Nc1[nH]nc(-c2ccc(Br)s2)c1-c1ccc2c(c1)OCO2,74.292
CCc1nn2c(=O)c(CC(=O)OC)c(C)[nH]c2c1-c1ccccc1,95.95
Cc1cc2c(cc1S(=O)(=O)N(C)CC(=O)N(C)Cc1ccco1)OC(C)C(=O)N2,6.55
O=C(O)c1nc2nc(C3CC3)cc(C(F)(F)F)n2n1,85.242
COc1ccc(OC)c(CNC(=O)C23CCCC=C2N(C2CCCC2)C(=O)CC3)c1,1.18
O=C(c1ccc(Cl)s1)N1CCCn2nc(-c3ccncc3)cc2C1,68.33
CCN(CCCN1C(=O)CCC1(C)C(=O)NCCC(C)C)c1cccc(C)c1,4.817
Cn1nnc(-c2ccc(OCC(=O)Nc3ccc4[nH]ccc4c3)cc2)n1,45.9
COC(=O)c1cc2cc(-c3ccccc3)c3ccccc3c2o1,57.01
CC1=C(c2ccc(F)cc2)S(=O)(=O)N=C1Nc1ccc2[nH]c(C(F)(F)F)nc2c1,49.8
Cc1ccc(CN2CCC=C(CCC(=O)O)C2=O)cc1,92.642
Cc1cc(NCc2cn[nH]c2-c2ccccc2)ccc1Br,18.81
CCn1c(=O)n(CC)c2cc(NC(=O)CCN3Cc4ccccc4C3=O)ccc21,58.12
CCN1CCCC1CN(Cc1cccnc1)Cc1cccc(Oc2ncccn2)c1,76.28
CSc1cccc(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2C)c1,8.41
Cc1nc(N2CCN(c3ccccn3)CC2)nc2c1C(=O)CC(c1cccc(Cl)c1)C2,54.38
CC(=O)Nc1nc2ccc(-c3nn(C(C)C)c4nc(N)ncc34)cc2s1,62.488
Cc1ccc(Cl)c(OCC(O)Cn2cnc3cc(C)c(C)cc32)c1,6.47
CCCn1nccc1-c1csc(S(=O)(=O)Nc2ccccc2)c1,0.079
COC(=O)c1c(CC(=O)N2CCCC2C2CCCCC2)[nH]c(C(C)=O)c1C,0.26
CC(C)C(C)(NC(=O)c1ccccc1C#Cc1ccccc1)C(N)=O,79.973
COc1ccc(C)cc1N(CC(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1)S(C)(=O)=O,0.69
Cc1ccnn1CCNC(=O)CCc1nc2ncc(Br)cc2[nH]1,71.82
CCOc1ccccc1NC(=O)c1cc2cc(C)ccc2[nH]1,44.69
Cc1ccn(CCNc2ncnc3c2CCN(c2cnccn2)CC3)n1,2.046
COC(=O)c1ccc(COc2ccc(-c3nnn[nH]3)cc2)cc1,0.35
CCCNc1c(C(=O)OC)nc2ccc(Cl)cn12,0.06
COc1cc(C2CC(=O)c3cc4c(O)n[nH]c4nc3C2)cc(OC)c1OC,94.572
O=C1CS/C(=N/c2cccc(C(F)(F)F)c2)N1,13.565
Cc1noc(C)c1-c1cc(CCC2CNCCO2)ncn1,99.99
Cc1cnn(C2CCCC2)c1NC(=O)N1CCC[C@H]1c1nc(C(C)C)no1,40.659
Cc1cc(Br)ccc1OCCOCCN1CC(C)OC(C)C1,4.07
Cc1nc2sc(C(=O)NC(C)(C)C)c(N)c2c(C)c1C,5.12
COc1cc(=O)n(C)cc1C(=O)Nc1nc(-c2ccccn2)cs1,27.57
