smiles,MLM
CC1(C)CNC(=O)c2nc(Cc3ccc(O)cc3)[nH]c2C1,98.46
CC(C(=O)N(C)C)S(=O)(=O)N1CCN(C)c2ccncc21,74.35
O=C1C=C(N(Cc2ccc(Cl)nc2)Cc2cnc(Cl)s2)CO1,56.628
O=C(c1cn2cc(Cl)ccc2n1)N1CCC(c2ccc(Cc3ccccc3F)cn2)CC1,2.894
COc1cc(=O)n(C)cc1C(=O)N1CCN(c2ccccc2Cl)CC1,99.0
COc1cc(=O)[nH]cc1C(=O)NCCc1cn(C)c2cc(C)ccc12,1.63
CC(=O)Nc1nc(-c2cnc3ccc(Cl)cn23)c(C)s1,22.448
COCCOc1cc(=O)n2c(c1C(=O)NCCC1=CCCCC1)CCOCC2,27.52
Cn1c(=O)c2c(-c3ccccc3Br)n(-c3ccc4c(c3)nc(CO)n4C)cc2n(C)c1=O,23.271
c1ccc2c(c1)OCC(c1nn3c(Cn4cnc5ccccc54)nnc3s1)O2,20.339
CCOc1cc(=O)n2c(c1C(=O)NCc1ccc(F)cc1Cl)CCCC2,24.27
CC(C)(C)c1csc(NNC(=O)c2ccc(Br)cc2)n1,1.0
CCC1=NN2C(=NC(C(=O)O)=CC2c2ccc(O)cc2)N1,91.912
Nc1nn(Cc2ccc(F)cc2Cl)cc1Cl,58.9
CC(C)c1oc(C2CCCN2S(=O)(=O)c2ccc3c(c2)COC3)nc1-c1ccccc1,8.559
Cc1nc2nc(CC(=O)N3CCC(C)CC3)nn2c(C)c1Cl,3.75
COC(=O)c1c(C)n(C(C)=O)c2ccc(NS(=O)(=O)c3ccc(F)cc3F)cc12,0.54
C[C@H](O)CNS(=O)(=O)C1CCc2cc(Br)ccc2C1,76.05
CC(=O)c1cccc(N(CC(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)S(C)(=O)=O)c1,1.19
COc1ccc(-n2ccc3cc(N4CCCCC4)ccc32)cc1Cl,0.07
Clc1ccc(OCCn2cnc(Cl)c2Cl)cc1,99.0
COc1cc(CNCCN(C)C)c(Cl)cc1OCc1ccccc1,39.98
Cn1cc(C(NC(=O)c2cc3sccc3[nH]2)[C@H]2C[C@@H](O)C2)cn1,74.5
O=C(Cn1nc(C(=O)N2CCc3ccccc32)c2cc(F)ccc21)OCc1ccccc1,0.364
O=C(NC1CCCc2ccccc21)c1ccc(CS(=O)(=O)c2ccc(Br)cc2)o1,22.91
CC(C)Oc1ccc(CN2C(=O)c3cc4ccsc4n3CC2(C)C(=O)NCc2ccc(F)cc2)cc1,79.152
COC(=O)c1cccc(OCCn2c(=O)[nH]c3cc(F)c(F)cc3c2=O)c1,1.62
CC(=O)O[C@@H]1CC2C(C)(CC[C@H](O)C2(C)C)C2CC[C@]3(C)C(=CC(=O)O[C@H]3c3ccoc3)C21C,3.688
CCOc1cc(/C=N/n2cnnc2)ccc1OCCOCCOc1ccc(C)cc1,40.15
Clc1ccccc1C1(c2ccnc(Cn3cncn3)n2)CCNCC1,44.42
COC(=O)c1ccc(S(C)(=O)=O)c(COCCn2cncn2)c1Cl,80.52
O=C(Nc1n[nH]c2cc(Br)ccc12)c1cc(-c2cccnc2)[nH]n1,46.993
Cc1ccc(C2(c3noc(Cn4ccnc4)n3)CCCC2)cc1,39.092
Oc1cccc(-c2ncc(-c3ccccc3O)o2)c1,0.1
Cc1cc(Cl)ccc1NS(=O)(=O)c1cc(-c2ccc(=O)n(-c3c(C)noc3C)n2)ccc1C,5.482
O=C(O)c1nccnc1C(=O)Nc1nc(-c2cccs2)n[nH]1,91.17
CC(C)(C)OC(=O)N1CCC(Nc2nccn3c(Br)cnc23)CC1,3.75
CCCC(=O)c1c[nH]c2c(OCC)nccc2c1=O,26.998
Cc1cc(Oc2ccc(-n3cncn3)cc2)nc(C)n1,59.01
CCS(=O)(=O)CC(=O)N1CC(C)(C)N(C)c2cc(Br)ccc21,12.955
Cn1nc(C2CCN(C(=O)[C@H]3CC(=O)NC(=O)N3)CC2)n(-c2ccccc2)c1=O,77.811
O=C(Nc1ccc2nc(N3CCC(N4CCCCC4)CC3)cc(C(=O)O)c2c1)c1ccccc1F,99.99
Cc1ccccc1Nc1nc(N)nc(-c2oc3ccccc3c2C)n1,2.929
Nc1ncnc2c1ncn2C[C@@H]1CC[C@H](c2nc(C3CCC3)no2)O1,99.99
CC1(C)Cc2c(sc3c2c(=O)n(C2CCCCC2)c(=O)n3CC(=O)NCc2ccccc2)CO1,37.59
Cc1ccc(CC2S/C(=N/N=C/c3ccncc3)N(Cc3ccco3)C2=O)cc1C,10.943
CC(C)N(/C(=N/c1c(F)cccc1F)Nc1ccc2c(c1)C=CC(C)(C)O2)C(C)C,1.638
Cc1ccc(S(=O)(=O)n2cc(Br)c3c(N4CCC(N5CCOCC5)CC4)ncnc32)cc1,0.54
CCOc1ccc2[nH]c3c(=O)n(CCN(C(C)C)C(C)C)cnc3c2c1,1.456
COc1cc(-c2nc3c(c(=O)[nH]c(=O)n3CC(C)C)n2CC(C)C)cc(OC)c1OC,49.33
CCCNS(=O)(=O)c1nc2nc(C)cc(C)n2n1,47.487
Brc1cc(-c2noc([C@H]3CCCO3)n2)c2ncnn2c1,3.78
COc1ccc2c(c1)CCC(N1CCCCC1)C2O,59.94
Cc1cc(C)c(NC(=O)NCc2ccc3nnn(C4CCC(=O)NC4=O)c(=O)c3c2)c(Br)c1,21.728
Cc1cc(C)nc(Nn2c(-c3ccccc3)nc3ccccc3c2=O)n1,3.28
CC(=O)/C(=C1\NC(C)(C)Cc2cc(C)c(C)cc21)c1ccccc1,1.176
CC(C)Cn1c(=O)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)nc2ccncc21,12.551
Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1,6.152
Cc1ccc(S(=O)(=O)c2cn(CC3CCCO3)c(=O)n(-c3ccccc3)c2=O)cc1,5.303
CCOC(=O)c1c(=O)n(-c2ccc(C)cc2)nc2ccccc12,0.1
O=C(CCCOc1ccccc1)Nc1ccccc1-c1ccccc1,1.0
O=C(NC1CCCC1)N1Cc2c(sc3c2CCCC3)-n2cccc2C1c1cccc(F)c1,1.0
CC(C)n1ncc2c1NC(=O)CC21C(=O)Nc2ccccc21,21.54
Cc1cc(OC(Cc2ccc(Cl)cc2)c2ccc(Cl)cc2Cl)ncc1NC(=O)NC(C)(C)C,76.903
CNC(=O)CN(c1ccc(C(C)C)cc1)S(C)(=O)=O,74.13
COc1c(Cl)ccc(C2=NOC(c3cc(N)c(Cl)c(C(=O)O)n3)C2)c1F,82.35
Cc1cc2ncccc2c(Br)c1OS(=O)(=O)C(F)(F)F,99.9
CCOc1ccc(-c2c(C)n[nH]c2NC(=O)c2cc(OC)cc(OC)c2)cc1OCC,0.31
Cc1nnc(-c2csc(S(=O)(=O)NC(C)C)c2)o1,60.514
CNC(=O)N1CCc2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc21,1.0
CC(=O)NCCOc1c(C)cc(S(N)(=O)=O)cc1C,60.348
CC(=O)N1N=C(Cn2nc(C)cc2C)OC1c1ccccc1OCc1cccc(Br)c1,56.825
CC(C)(C)C1CCc2c(sc3ncnc(O)c23)C1,64.53
COc1ccc(C2=C(c3ccc(F)cc3F)c3ccc(OCCCN4CCN(S(C)(=O)=O)CC4)cc3C2=O)cn1,14.28
Nc1c2c(nc3ccccc13)N(C1CCCCC1)CC2,1.37
COC(=O)c1cc(Cl)c(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC,49.744
CC(C)CN(CC(C)C)C(=O)Cn1nc(C(C)(C)C)ccc1=O,0.104
O=C(c1ccc2nncn2c1)N1CC(c2ccccc2)C2(CCC2)C1,73.79
CNc1nc(CNc2nc(COC)nc3scc(-c4ccccc4)c23)cs1,1.913
CCN1C(=O)C2(CC(=O)Nc3c2cnn3-c2nc3ccccc3s2)c2cccc(C)c21,0.03
COc1ccc(CNc2ccc(C(=O)N3CCN(Cc4ccc(OC)c(OC)c4OC)CC3)cc2S(=O)(=O)Nc2cccc(OC)c2)cc1,2.38
Cc1cc(C)c(C2=C(NC(=O)C(C)C)C3(CCCC3)OC2=O)c(C)c1,0.006
C[C@@H](c1ccccc1)N1C(=O)OC[C@H]1CN1CCCC1CO,36.502
O=S(=O)(Nc1ccc(N2CCOCC2)cc1)c1ccc(-c2nnc(C3CCC3)o2)o1,3.09
O=C(CCCCCNc1ncccn1)Nc1nc[nH]n1,75.94
CC(c1cnccn1)N1CCN(S(C)(=O)=O)c2ccccc2C1,15.735
COC(=O)c1ccc2nc(Nc3nc4ccc(F)cc4s3)sc2c1,2.65
CCOC(=O)C(=Cc1cn(-c2ccccc2)nc1-c1ccc(OC)c(OC)c1)C(=O)OCC,0.692
CCOC(=O)C1CCN(c2nc(C)cc(Cl)n2)CC1,0.003
CCN(CC)c1ccc(/C=N/n2c(C)nnc2C)cc1,74.35
O=C(Nc1ccccc1)C1CCCN1C1=NS(=O)(=O)c2ccccc21,131.72
O=C(C1CCOCC1)N1CCC(Oc2nccnc2N2CCOCC2)C1,0.22
CNCc1cc(N(C)C)nc(C2CCCN2S(=O)(=O)c2ccc3c(c2)CC(=O)N3C)n1,87.719
Cn1ncc2c(NCc3cc4ccccc4[nH]3)nc(-c3ccccn3)nc21,6.5
COc1ccccc1CNC(=O)CCCCn1c(=O)c2ccccc2n(Cc2ccccc2C#N)c1=O,2.19
Cc1cc2n(n1)CC(CNC(C)COc1ccc(F)cc1F)CN2,83.24
Cc1c(C(=O)N2c3ccccc3CC2C)sc2nc(-c3ccccc3)cn12,3.14
CCOc1cc(=O)n2c(c1C(=O)N1CCN(c3cccc(Cl)c3)CC1)CCCC2,14.09
CC1CCCN(c2ncc(CN(Cc3ccccc3)C3CCN(C)CC3)cn2)C1,2.239
CC(C)CCC(C(N)=O)C1=NC(C)(C)Cc2ccccc21,6.0
CCOC(=O)C1SC2(C(F)(F)F)CC1(O)C(C)(C)CO2,99.9
c1ccc(C(c2ccccc2)([C@H]2CCCN2)n2cc(-c3ccccn3)nn2)cc1,1.532
COc1ccc(-c2ccnc3cc(C4CCCCC4)nn23)cc1OC1CCCC1,13.496
COc1cc(=O)[nH]cc1C(=O)N1CCOC(C)(c2ccccc2)C1,88.5
CCCn1c2c(c(O)c(C(=O)OCC)c1=O)CCCC2,0.04
COc1nc(OC)c(C(C)C)c(-c2nnn(C)n2)n1,0.719
CC(C)Cn1c(C(C)C)nnc1N1C[C@@H]2CCS(=O)(=O)[C@@H]2C1,73.51
CCc1ccc(N2C(=O)CN(S(C)(=O)=O)CC2(C)C(=O)NCc2ccc(F)cc2)cc1,6.87
Cn1nc(CNC(=O)C2CC(=O)N(C3CCCCC3)C2)c2c1CCN(S(C)(=O)=O)C2,58.86
Nc1cccc(CCC2CCc3ccccc3N2)c1,8.94
Cc1noc(/C=C/c2ccccc2F)c1S(=O)(=O)N1CCC(C(=O)Nc2ccc(S(N)(=O)=O)cc2)CC1,63.829
O=C(OCCCn1ccccc1=O)c1cncc2ccccc12,0.019
CC1CN(C)C(c2ccccc2)C(C)C12NC(=O)N=C2O,58.083
CC(=O)c1c(C)cn(CC(O)CN2CCNCC2)c1C,99.9
CN(C(=O)c1cnc(N)nc1-c1ccccc1)C1CCCc2ccccc21,5.6
O=S1(=O)CCC(S(=O)(=O)N2CCN(c3ccccc3)CC2)C1,34.607
c1ccc(-c2csc3nc(-c4cccnc4)nc(Oc4ccc5ccncc5c4)c23)cc1,22.71
COCCCNC1=NCCNC12CCN(S(=O)(=O)c1ccc(F)cc1)CC2,51.782
CCC1=NOC(c2nc3sc(CC)cc3c(=O)[nH]2)C1,23.304
CCOC(=O)N1CCN(C(=O)C2CCC(CNS(=O)(=O)CC)CC2)CC1,67.7
O=C(c1csc(-c2ccsc2)n1)N(Cc1ncc[nH]1)c1cccc(F)c1,1.15
CC(C)CN1C(=O)C2C3CC4C5(C)CCCC(C)(C(=O)O)C5CCC4(C=C3C(C)C)C2C1=O,28.785
CCc1ccc(-c2cn(Cc3ncc[nH]3)nn2)nc1,73.152
O=C(O)c1sc(C(=O)O)c(OCCO)c1OCCO,66.273
Cc1c(Cl)c(C(=O)NN2CCOCC2)nn1C,97.91
CC(C)=CCO[C@H]1CCOC[C@H]1Nc1ncc(F)c(N2CCOCC2)n1,0.025
CCOC(=O)C1CCN(Cc2nc(N)nc(Nc3ccc(C)cc3)n2)c2ccccc21,0.71
CCC(CC)C(=O)N(C)c1ccc(-c2ccccc2)nn1,17.37
Cc1ccc(Nc2nc(Cl)nc(NC(C)C)n2)cc1,0.05
C[C@H](Nc1nc(N)nc2[nH]cnc(=O)c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,69.35
CC(C)Oc1cc(N2C=NN(C)CC2)ccc1[N+](=O)[O-],0.106
COCC(=O)NC(c1ccccc1)c1ccccc1,13.61
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)C(=O)C(O)C3C(C)C)C(=O)C(O)C2C(C)C,62.343
O=C(Cn1cnc2c(nnn2-c2cccc(Cl)c2)c1=O)N1CCCc2ccccc21,41.485
O=c1[nH]c2c(S(=O)(=O)c3ccc(Br)cc3)nnn2c2ccsc12,61.818
O=c1[nH]c2ncccc2n1Cc1nnc2ccc(-c3cccc(F)c3)nn12,99.775
CC(C)(C)OC(=O)N[C@@H](CC(=O)N1CCCCCN1C(=O)C[C@@H](Cc1cc(F)c(F)cc1F)NC(=O)OC(C)(C)C)Cc1cc(F)c(F)cc1F,1.0
O=C1CC(C(=O)Nc2ccccc2-c2ccccc2)c2ccccc21,3.15
Cc1noc(C)c1S(=O)(=O)N1CCCC(Oc2nc(C(C)C)nc3c2CCOCC3)C1,9.046
Cn1c(Cc2ccccc2)c(-c2ccccc2)c(=O)n1C,17.864
CCc1nc(-n2nc(C)cc2C)c2cc(C)sc2n1,29.99
Cc1cc(C)n(-c2cccc(-c3cnc4n3CCOC4)c2)n1,0.07
O=C(c1cccs1)C1C(C(=O)c2ccco2)C2(C(=O)Nc3ccccc32)C2C=Cc3ccccc3N12,46.813
Cc1cc(C(=O)NCCS(=O)(=O)N(C)C)cnc1C,88.57
O=C(Cn1ncc2ccccc2c1=O)NCCn1nc2c(cc1=O)CCCCC2,7.31
Cc1cc(C)c(C(=O)Nc2ccc3c(c2)n(C)c(=O)n3C)c(=O)[nH]1,76.28
COCCCn1c(C(=O)Nc2cc(Cl)ccc2OC)cc2c(=O)n3ccccc3nc21,3.49
O=C1Nc2cc3ccc(OCc4ccccc4)cc3c3cccc1c23,31.942
Cc1sc2c(C3CCN(C(=O)C(C)NC4CCS(=O)(=O)C4)CC3)nc(C)n2c1C,1.751
C=CCc1c(O)ccc2[nH]cc(S(=O)(=O)c3ccc(C)cc3)c12,5.882
Fc1ccc(Nc2c(-c3ccccc3)nc3ccccn23)cc1,17.65
COc1cc(OC)c(C(=O)Nc2sc(C(C)C)cc2C(=O)OC(C)C)cc1OC,78.53
COC(=O)c1scc2c(NCCc3ccc(F)cc3)c(C(C)=O)c(=O)[nH]c12,2.31
CC(C)[C@@H](NS(=O)(=O)c1c(N)cc(Cl)cc1Cl)C(=O)NOC(C)(C)C,0.0
Cc1ccc(-c2ccc(-n3nc(C)c(S(=O)(=O)Nc4ccc5c(c4)OCCO5)c3C)nn2)cc1,25.16
CS(=O)(=O)N1CCC[C@H]1C(=O)N[C@H]1C[C@H](c2cc(=O)[nH]c(C3CC3)n2)C1,99.9
CCN(CC)S(=O)(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,75.11
Cc1ccc(CCCNC(=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1C,29.9
Cc1cnc(C(=O)Nc2cc(Cl)c(Cl)c(Cl)c2)cn1,4.51
Cn1c(CN2CCN(C(=O)c3ccccc3)CC2)nc2cc(NC(=O)c3ccccc3[N+](=O)[O-])ccc21,74.686
CC(C)(C)c1nc(CS(=O)(=O)c2nnc3c(Cl)cc(Cl)cn23)cs1,0.63
C/C=C/C=C/C(=O)N1CCN(C(C)C(N)=O)CC1,70.461
Cc1ccccc1C(C)NS(=O)(=O)c1ccc(Cl)c(-c2nnn[nH]2)c1,99.99
CC1CCN(Cc2nc(N)nc(Nc3ccc(Cl)cc3)n2)CC1,34.18
N=c1c2cnn(-c3ccccc3)c2[nH]c(=O)n1-c1ccccc1,99.99
CCOC(=O)c1cnc2nc(C3CCC3)nn2c1C,0.27
Cn1c(Cn2cc(-c3nnco3)ccc2=O)nc2cc(Cl)ccc21,74.0
CC1=CCC(c2nnco2)C(c2ccc(F)cc2)C1,21.985
CC1(C)C(=O)Nc2ccc(S(=O)(=O)Nc3noc(-c4ccsc4)n3)cc21,99.99
CN1CCN(C(=O)c2ccc(-c3ccc4nnc(Cc5cccc6c(=O)[nH]ccc56)n4n3)cc2)CC1,0.0
Cc1ccc(Nc2c(-c3cc(Br)ccc3O)nc3ncccn23)c(C)c1,8.251
CCN(CC)C1c2cccc3cccc(c23)C1NS(=O)(=O)c1ccccc1,1.07
CC(C)c1noc(CCCn2ccc(-c3ccc(Br)cc3)n2)n1,99.99
CCOC(=O)c1c(C)c(CCC(=O)NCCN2CCCCC2)n(C)c1C,32.643
CCOC(=O)c1cc2n(n1)CC(C)(C(=O)NCCCOC)N(c1ccc(C)c(Cl)c1)C2=O,1.501
COc1cc(Br)c(S(=O)(=O)NC2CCN(C(C)=O)CC2)cc1OC,38.32
COc1cc(O)ccc1-c1nnc(C)n1-c1ccc(O)cc1,62.76
NC(CCc1c(Cl)cccc1Cl)c1ccc(Cl)cc1Cl,1.237
O=C1c2[nH]nc(-c3ccccc3)c2C(c2ccccn2)N1CCc1c[nH]c2ccccc12,9.539
COc1cc(=O)[nH]cc1C(=O)N1CCC(OCC2CCCC2)CC1,74.46
CCS(=O)(=O)CC(C)N(C)c1cnc(C#N)cn1,52.557
O=C(C1=COCCO1)N(CCn1cccn1)c1nc2c(Cl)cccc2s1,24.79
Cn1[nH]c(Br)c2/c(=N\CCN)ncnc1-2,64.961
c1nc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)c2nc[nH]c2n1,47.16
Cc1c[nH]c(CN2C[C@H]3CC[C@@H]2CN(C(=O)c2ccccc2)C3)c(C)c1=O,86.89
Cc1cnn(CCNC(C)C(=O)Nc2sccc2C(N)=O)c1,70.13
COCCN(CC(=O)N1N=C(c2ccccc2F)CC1c1cccs1)C(=O)CC(C)(C)C,1.48
COc1cc2ccccc2cc1C(=O)N(CCN(C)C)c1nc2c(F)cccc2s1,3.154
COc1cc(OC)c(OC)cc1CNC(C)(C)CC(C)(C)C,25.681
COc1ccc(C(N)=O)cc1NC1C2CCOC2C12CCC2,47.348
CCc1c(C(=O)NCC(OC)C(C)(C)C)cnc2c1c(=O)n(C)c(=O)n2C,8.775
CCC(C)(C)Nc1[nH]c2c(Cl)cc(C)cc2c(=O)c1C(C)=O,0.659
CC(Oc1cc(-n2nc3c(c2Cl)CCCC3)c(F)cc1Cl)C(C)(C)O,26.318
CCc1cc2c(nc(-c3ccccc3)n3nnnc23)s1,96.01
CC(C)Oc1nnc(SCc2nc3c(=O)n(C)c(=O)n(C)c3[nH]2)s1,59.14
Cc1ccc(-c2nc3n(CC(=O)Nc4cccc(F)c4)c4c(c(=O)n3n2)CCC4)cc1,19.45
CCOC(=O)CCCOc1nc(C(C)C)c2c(c1C#N)CCCC2,40.44
Cc1c(Cl)cccc1-c1ccc(CNCCN(C)C)o1,1.8
Cc1nc(C2CC2)nc2sc(C(=O)NC3(C#N)CCCC3)c(N)c12,6.366
CCc1ccc(S(=O)(=O)C2CS(=O)(=O)CC2NCc2ccccc2C)cc1,0.025
CCOC(=O)c1[nH]c(=O)n(CCNC(=O)OC(C)(C)C)c1C,46.21
Cc1ccc(C(O)(c2ccccc2)c2cnc(C(C)C)n2C)cc1,2.076
COC(=O)C(O)c1cnc2c(c1-c1ccc(Cl)cc1)C(C)(C)CN(Cc1ccc(OC)cc1)C2=O,71.1
CC(=O)Nc1ccc(Nc2ncnc3c2cnn3-c2cccc(C)c2)cc1,56.3
O=C(O)C1CC[C@@H](c2ccccc2)N1C(=O)C1CCCS1(=O)=O,99.99
Nc1ccc(F)cc1-c1cc(Cl)cc(Cl)c1,2.172
OC(Cn1c(Cc2ccccc2)nc2ccccc21)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,67.72
Cc1ccc(OCCOCCN2CC(C)OC(C)C2)c(Br)c1,0.14
CCO[C@H]1CN(Cc2cc(=O)c3c(C)ccc(C)c3[nH]2)C[C@@H]1O,17.61
Cc1ccc(C(=O)c2[nH]c3ccccc3c2CC(=O)O)cc1,52.89
CC(C)(C)c1cc(O)c2o/c(=N\c3ccc(S(N)(=O)=O)cc3)c(C(N)=O)cc2c1,77.653
NC1=NC(c2ccc(Cl)cc2)N2C(=N1)N=C(O)c1ccccc12,27.162
O=C1C2CN(Cc3cncs3)CCN2C(=O)N1c1ccccc1,62.51
CC(C)(C)Nc1ncc(-c2cn[nH]c2)cc1-c1nc2ccccc2o1,70.709
CC1(C)CC2(CCCN(CC(O)(c3ccccc3)c3ccccc3)C2)CCO1,0.005
COc1cc(=O)[nH]cc1C(=O)N1CCCCC1c1cc[nH]n1,97.39
Cc1c(-c2ccccc2)sc2ncnc(NS(=O)(=O)c3ccc(Cl)s3)c12,8.82
CC(=O)c1c(NN2CCOCC2)oc(C)cc1=O,64.298
N[C@@H](CC(=O)N1CCN(C(=O)OCc2ccccc2)CCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F,7.365
Cc1ccc(-c2nc3[nH]c(CNc4ccc(F)cc4)cc(=O)n3n2)cc1,0.1
CCC(CO)NCc1ccc(OCc2cccs2)cc1,1.333
CCOC(=O)Cc1c(-c2nc3ccccc3c(=O)[nH]2)[nH]c2ccccc12,25.76
Cc1n[nH]c(CC(=O)N2C[C@@H](C)[C@](O)(C(C)C)C2)n1,88.192
CCOC(=O)N1CCN(C(=O)c2cn(C)c(=O)cc2OC)CC1,97.31
Cc1[nH]nc(O)c1C(c1ccc(F)cc1)c1c(O)n[nH]c1C,62.269
O=C(CCn1ccc2ccc(F)cc21)Nc1nc[nH]n1,84.28
CN(c1cccc(NC(=O)C(C)(C)C)c1)S(C)(=O)=O,61.536
CC(NCc1csc(Br)c1)c1cc2ccccc2o1,0.02
Cc1cc(NC(=O)C(C)c2ccc(Cl)s2)nc(=O)[nH]1,99.99
CCC(=O)c1ccc(OCCCn2cnc3ccccc32)cc1,2.9
CN1C(=O)C(CC(=O)N2CCN(c3ccccn3)CC2)=C2CCCCC21,2.2
COc1ccc2[nH]cc(CCNC(=O)CCC(=O)N3Cc4cccn4-c4ccccc43)c2c1,3.242
C[C@]12C=CC(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12,15.493
O=C(Nc1cccc(F)c1)C1CC(=O)N(Cc2ccccn2)c2nc3ccccc3n21,30.455
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,36.99
COc1ccc(-c2coc3c(O)c(OC)ccc3c2=O)cc1,12.238
O=C(Cc1c(F)cccc1Cl)N1CCc2n[nH]c(=O)n2CC1,29.231
COc1cc(C2CCN(C(=O)OC(C)(C)C)CC2)ccc1Nc1ncc(Cl)c2[nH]c3c(S(=O)(=O)C(C)C)cccc3c12,62.367
c1ccc(Cn2c(CNc3nc4ccccc4n3CCN3CCOCC3)nc3ccccc32)cc1,0.05
COc1ccc2c(c1OC)C(=O)OC2c1c(O)cc(C)n(Cc2ccccn2)c1=O,99.99
CCN(CC)C(=O)Cc1c(/C=C/c2ccccc2)[nH]c2ccccc12,0.04
COc1c(C)c(C)c2nc(NCc3ccc(S(N)(=O)=O)cc3)sc2c1C,44.37
COc1cc(OC)c2nc(N3C[C@@H](NC(C)=O)[C@H](C(C)C)C3)cc(C)c2c1,84.82
CO[C@H]1C[C@H](C(=O)Nc2ccncc2C(C)=O)N(S(C)(=O)=O)C1,82.54
CC(C)CCCC(C)NC(=O)C1CCN(c2nc(Cl)nc3[nH]cnc23)CC1,3.25
CC(C)(C)OC(=O)CCc1nc(Cc2cccc3cccnc23)no1,0.75
Cc1cc2n(CCNC(=O)COc3ccc(F)cc3)ccn2n1,47.719
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,86.802
O=c1[nH]c(N2CCN(Cc3ccccc3)CC2)nc(O)c1Cc1ccccc1,93.55
Nc1[nH]nc(-c2ccc(Br)s2)c1-c1ccc2c(c1)OCO2,3.137
CCc1nn2c(=O)c(CC(=O)OC)c(C)[nH]c2c1-c1ccccc1,84.61
Cc1cc2c(cc1S(=O)(=O)N(C)CC(=O)N(C)Cc1ccco1)OC(C)C(=O)N2,0.56
O=C(O)c1nc2nc(C3CC3)cc(C(F)(F)F)n2n1,92.98
COc1ccc(OC)c(CNC(=O)C23CCCC=C2N(C2CCCC2)C(=O)CC3)c1,0.44
O=C(c1ccc(Cl)s1)N1CCCn2nc(-c3ccncc3)cc2C1,38.98
CCN(CCCN1C(=O)CCC1(C)C(=O)NCCC(C)C)c1cccc(C)c1,0.746
Cn1nnc(-c2ccc(OCC(=O)Nc3ccc4[nH]ccc4c3)cc2)n1,72.44
COC(=O)c1cc2cc(-c3ccccc3)c3ccccc3c2o1,73.47
CC1=C(c2ccc(F)cc2)S(=O)(=O)N=C1Nc1ccc2[nH]c(C(F)(F)F)nc2c1,72.613
Cc1ccc(CN2CCC=C(CCC(=O)O)C2=O)cc1,99.879
Cc1cc(NCc2cn[nH]c2-c2ccccc2)ccc1Br,12.12
CCn1c(=O)n(CC)c2cc(NC(=O)CCN3Cc4ccccc4C3=O)ccc21,5.92
CCN1CCCC1CN(Cc1cccnc1)Cc1cccc(Oc2ncccn2)c1,4.34
CSc1cccc(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2C)c1,14.41
Cc1nc(N2CCN(c3ccccn3)CC2)nc2c1C(=O)CC(c1cccc(Cl)c1)C2,86.09
CC(=O)Nc1nc2ccc(-c3nn(C(C)C)c4nc(N)ncc34)cc2s1,63.522
Cc1ccc(Cl)c(OCC(O)Cn2cnc3cc(C)c(C)cc32)c1,1.0
CCCn1nccc1-c1csc(S(=O)(=O)Nc2ccccc2)c1,0.008
COC(=O)c1c(CC(=O)N2CCCC2C2CCCCC2)[nH]c(C(C)=O)c1C,0.24
CC(C)C(C)(NC(=O)c1ccccc1C#Cc1ccccc1)C(N)=O,41.879
COc1ccc(C)cc1N(CC(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1)S(C)(=O)=O,0.06
Cc1ccnn1CCNC(=O)CCc1nc2ncc(Br)cc2[nH]1,64.19
CCOc1ccccc1NC(=O)c1cc2cc(C)ccc2[nH]1,46.97
Cc1ccn(CCNc2ncnc3c2CCN(c2cnccn2)CC3)n1,0.508
COC(=O)c1ccc(COc2ccc(-c3nnn[nH]3)cc2)cc1,0.63
CCCNc1c(C(=O)OC)nc2ccc(Cl)cn12,0.86
COc1cc(C2CC(=O)c3cc4c(O)n[nH]c4nc3C2)cc(OC)c1OC,77.006
O=C1CS/C(=N/c2cccc(C(F)(F)F)c2)N1,39.462
Cc1noc(C)c1-c1cc(CCC2CNCCO2)ncn1,99.99
Cc1cnn(C2CCCC2)c1NC(=O)N1CCC[C@H]1c1nc(C(C)C)no1,45.085
Cc1cc(Br)ccc1OCCOCCN1CC(C)OC(C)C1,0.16
Cc1nc2sc(C(=O)NC(C)(C)C)c(N)c2c(C)c1C,4.39
COc1cc(=O)n(C)cc1C(=O)Nc1nc(-c2ccccn2)cs1,18.08
